,Sensor_0,Sensor_4,Sensor_5,Sensor_7,Sensor_9,Sensor_15,Sensor_16,Sensor_17,Sensor_18
24808,449.44,5.48,8.0,2222.81,1.02,0.02,333,2223,100.0
24809,449.44,5.48,8.0,2222.78,1.02,0.02,333,2223,100.0
24810,491.19,9.35,13.66,2323.97,1.08,0.03,366,2324,100.0
24811,518.67,14.62,21.61,2388.13,1.3,0.03,393,2388,100.0
24812,449.44,5.48,8.0,2222.8,1.02,0.02,333,2223,100.0
24813,445.0,3.91,5.71,2211.64,1.02,0.02,331,2212,100.0
24814,489.05,10.52,15.49,2319.02,1.26,0.03,370,2319,100.0
24815,489.05,10.52,15.5,2318.98,1.26,0.03,369,2319,100.0
24816,449.44,5.48,8.0,2222.8,1.02,0.02,335,2223,100.0
24817,445.0,3.91,5.72,2211.71,1.02,0.02,332,2212,100.0
24818,445.0,3.91,5.72,2211.76,1.02,0.02,331,2212,100.0
24819,491.19,9.35,13.66,2324.03,1.08,0.02,365,2324,100.0
24820,445.0,3.91,5.71,2211.74,1.02,0.02,331,2212,100.0
24821,462.54,7.05,9.03,1915.19,0.94,0.02,310,1915,84.93
24822,491.19,9.35,13.66,2323.94,1.08,0.03,365,2324,100.0
24823,462.54,7.05,9.02,1915.19,0.94,0.02,307,1915,84.93
24824,462.54,7.05,9.03,1915.23,0.94,0.02,309,1915,84.93
24825,491.19,9.35,13.66,2323.97,1.08,0.02,365,2324,100.0
24826,462.54,7.05,9.03,1915.21,0.94,0.02,307,1915,84.93
24827,489.05,10.52,15.49,2319.08,1.26,0.03,370,2319,100.0
24828,445.0,3.91,5.71,2211.76,1.02,0.02,332,2212,100.0
24829,449.44,5.48,8.0,2222.85,1.02,0.02,334,2223,100.0
24830,449.44,5.48,8.0,2222.87,1.02,0.02,334,2223,100.0
24831,462.54,7.05,9.03,1915.21,0.94,0.02,306,1915,84.93
24832,489.05,10.52,15.5,2319.04,1.26,0.03,369,2319,100.0
24833,445.0,3.91,5.71,2211.76,1.02,0.02,331,2212,100.0
24834,445.0,3.91,5.72,2211.75,1.02,0.02,332,2212,100.0
24835,449.44,5.48,8.0,2222.88,1.02,0.02,335,2223,100.0
24836,449.44,5.48,8.0,2222.88,1.02,0.02,334,2223,100.0
24837,449.44,5.48,8.0,2222.83,1.02,0.02,336,2223,100.0
24838,462.54,7.05,9.03,1915.29,0.94,0.02,309,1915,84.93
24839,445.0,3.91,5.72,2211.73,1.02,0.02,330,2212,100.0
24840,445.0,3.91,5.71,2211.68,1.02,0.02,332,2212,100.0
24841,491.19,9.35,13.66,2324.04,1.07,0.03,365,2324,100.0
24842,445.0,3.91,5.71,2211.76,1.02,0.02,331,2212,100.0
24843,491.19,9.35,13.66,2324.07,1.08,0.02,367,2324,100.0
24844,489.05,10.52,15.49,2318.97,1.26,0.03,369,2319,100.0
24845,445.0,3.91,5.72,2211.77,1.02,0.02,333,2212,100.0
24846,489.05,10.52,15.5,2319.04,1.26,0.03,371,2319,100.0
24847,449.44,5.48,8.0,2222.94,1.02,0.02,334,2223,100.0
24848,445.0,3.91,5.72,2211.77,1.02,0.02,334,2212,100.0
24849,449.44,5.48,8.0,2222.92,1.02,0.02,335,2223,100.0
24850,518.67,14.62,21.61,2388.17,1.3,0.03,396,2388,100.0
24851,489.05,10.52,15.5,2318.98,1.26,0.03,370,2319,100.0
24852,462.54,7.05,9.03,1915.27,0.94,0.02,308,1915,84.93
24853,518.67,14.62,21.61,2388.16,1.3,0.03,395,2388,100.0
24854,489.05,10.52,15.5,2319.01,1.26,0.03,370,2319,100.0
24855,445.0,3.91,5.72,2211.76,1.02,0.02,332,2212,100.0
24856,491.19,9.35,13.66,2324.04,1.07,0.02,365,2324,100.0
24857,449.44,5.48,8.0,2222.93,1.02,0.02,334,2223,100.0
24858,491.19,9.35,13.66,2324.04,1.08,0.02,367,2324,100.0
24859,445.0,3.91,5.72,2211.86,1.02,0.02,333,2212,100.0
24860,518.67,14.62,21.61,2388.16,1.3,0.03,395,2388,100.0
24861,445.0,3.91,5.72,2211.85,1.02,0.02,331,2212,100.0
24862,518.67,14.62,21.61,2388.17,1.3,0.03,394,2388,100.0
24863,491.19,9.35,13.66,2324.09,1.07,0.03,367,2324,100.0
24864,518.67,14.62,21.61,2388.14,1.3,0.03,394,2388,100.0
24865,445.0,3.91,5.72,2211.87,1.02,0.02,331,2212,100.0
24866,491.19,9.35,13.66,2324.11,1.07,0.02,365,2324,100.0
24867,491.19,9.35,13.66,2324.03,1.07,0.03,366,2324,100.0
24868,489.05,10.52,15.5,2319.02,1.26,0.03,371,2319,100.0
24869,445.0,3.91,5.72,2211.88,1.02,0.02,333,2212,100.0
24870,445.0,3.91,5.72,2211.88,1.02,0.02,332,2212,100.0
24871,462.54,7.05,9.03,1915.4,0.94,0.02,309,1915,84.93
24872,449.44,5.48,8.0,2223.01,1.02,0.02,336,2223,100.0
24873,445.0,3.91,5.72,2211.92,1.02,0.02,332,2212,100.0
24874,449.44,5.48,8.0,2223.1,1.02,0.02,335,2223,100.0
24875,491.19,9.35,13.66,2324.07,1.08,0.03,368,2324,100.0
24876,518.67,14.62,21.61,2388.16,1.3,0.03,394,2388,100.0
24877,445.0,3.91,5.72,2211.96,1.02,0.02,333,2212,100.0
24878,489.05,10.52,15.5,2319.07,1.26,0.03,373,2319,100.0
24879,462.54,7.05,9.03,1915.46,0.94,0.02,308,1915,84.93
24880,489.05,10.52,15.5,2319.07,1.26,0.03,371,2319,100.0
24881,449.44,5.48,8.0,2223.08,1.02,0.02,336,2223,100.0
24882,462.54,7.05,9.03,1915.5,0.94,0.02,308,1915,84.93
24883,449.44,5.48,8.0,2223.08,1.02,0.02,337,2223,100.0
24884,489.05,10.52,15.5,2319.1,1.26,0.03,372,2319,100.0
24885,462.54,7.05,9.03,1915.5,0.94,0.02,310,1915,84.93
24886,491.19,9.35,13.66,2324.14,1.08,0.03,367,2324,100.0
24887,449.44,5.48,8.0,2223.11,1.02,0.02,335,2223,100.0
24888,518.67,14.62,21.61,2388.18,1.3,0.03,395,2388,100.0
24889,489.05,10.52,15.5,2319.06,1.26,0.03,372,2319,100.0
24890,445.0,3.91,5.72,2212.08,1.02,0.02,332,2212,100.0
24891,518.67,14.62,21.61,2388.21,1.3,0.03,394,2388,100.0
24892,445.0,3.91,5.72,2212.11,1.02,0.02,332,2212,100.0
24893,462.54,7.05,9.03,1915.57,0.94,0.02,308,1915,84.93
24894,518.67,14.62,21.61,2388.2,1.3,0.03,394,2388,100.0
24895,489.05,10.52,15.5,2319.08,1.26,0.03,372,2319,100.0
24896,518.67,14.62,21.61,2388.25,1.3,0.03,395,2388,100.0
24897,489.05,10.52,15.5,2319.08,1.26,0.03,371,2319,100.0
24898,445.0,3.91,5.72,2212.13,1.02,0.02,332,2212,100.0
24899,462.54,7.05,9.03,1915.63,0.94,0.02,308,1915,84.93
24900,449.44,5.48,8.0,2223.3,1.02,0.02,337,2223,100.0
24901,445.0,3.91,5.72,2212.23,1.02,0.02,332,2212,100.0
24902,462.54,7.05,9.03,1915.67,0.94,0.02,309,1915,84.93
24903,518.67,14.62,21.61,2388.2,1.3,0.03,395,2388,100.0
24904,445.0,3.91,5.72,2212.18,1.02,0.02,333,2212,100.0
24905,445.0,3.91,5.72,2212.42,1.02,0.02,335,2212,100.0
24906,462.54,7.05,9.03,1915.77,0.94,0.02,310,1915,84.93
24907,518.67,14.62,21.61,2388.21,1.3,0.03,395,2388,100.0
24908,518.67,14.62,21.61,2388.19,1.3,0.03,397,2388,100.0
24909,491.19,9.35,13.66,2324.35,1.07,0.03,367,2324,100.0
24910,491.19,9.35,13.66,2324.38,1.08,0.03,368,2324,100.0
24911,449.44,5.48,8.0,2223.53,1.02,0.02,338,2223,100.0
24912,462.54,7.05,9.03,1915.85,0.94,0.02,311,1915,84.93
24913,518.67,14.62,21.61,2388.25,1.3,0.03,397,2388,100.0
24914,518.67,14.62,21.61,2388.12,1.3,0.03,392,2388,100.0
24915,462.54,7.05,9.03,1915.2,0.94,0.02,307,1915,84.93
24916,449.44,5.48,8.0,2222.9,1.02,0.02,333,2223,100.0
24917,445.0,3.91,5.71,2211.8,1.02,0.02,331,2212,100.0
24918,445.0,3.91,5.72,2211.79,1.02,0.02,331,2212,100.0
24919,449.44,5.48,8.0,2222.9,1.02,0.02,335,2223,100.0
24920,449.44,5.48,8.0,2222.85,1.02,0.02,335,2223,100.0
24921,449.44,5.48,8.0,2222.88,1.02,0.02,334,2223,100.0
24922,445.0,3.91,5.72,2211.72,1.02,0.02,330,2212,100.0
24923,491.19,9.35,13.66,2323.97,1.08,0.02,367,2324,100.0
24924,462.54,7.05,9.03,1915.21,0.94,0.02,307,1915,84.93
24925,445.0,3.91,5.72,2211.79,1.02,0.02,331,2212,100.0
24926,445.0,3.91,5.71,2211.79,1.02,0.02,331,2212,100.0
24927,449.44,5.48,8.0,2222.89,1.02,0.02,334,2223,100.0
24928,489.05,10.52,15.49,2318.95,1.26,0.03,370,2319,100.0
24929,449.44,5.48,8.0,2222.86,1.02,0.02,334,2223,100.0
24930,518.67,14.62,21.61,2388.12,1.3,0.03,395,2388,100.0
24931,518.67,14.62,21.61,2388.12,1.3,0.03,393,2388,100.0
24932,449.44,5.48,8.0,2222.86,1.02,0.02,332,2223,100.0
24933,491.19,9.35,13.66,2323.97,1.08,0.02,365,2324,100.0
24934,462.54,7.05,9.02,1915.16,0.94,0.02,305,1915,84.93
24935,445.0,3.91,5.71,2211.77,1.02,0.02,329,2212,100.0
24936,445.0,3.91,5.72,2211.81,1.02,0.02,329,2212,100.0
24937,445.0,3.91,5.71,2211.83,1.02,0.02,331,2212,100.0
24938,445.0,3.91,5.71,2211.76,1.02,0.02,331,2212,100.0
24939,445.0,3.91,5.71,2211.84,1.02,0.02,331,2212,100.0
24940,518.67,14.62,21.61,2388.08,1.3,0.03,392,2388,100.0
24941,518.67,14.62,21.61,2388.14,1.3,0.03,393,2388,100.0
24942,445.0,3.91,5.71,2211.74,1.02,0.02,331,2212,100.0
24943,445.0,3.91,5.72,2211.83,1.02,0.02,329,2212,100.0
24944,518.67,14.62,21.61,2388.09,1.3,0.03,393,2388,100.0
24945,462.54,7.05,9.02,1915.28,0.94,0.02,307,1915,84.93
24946,449.44,5.48,8.0,2222.91,1.02,0.02,335,2223,100.0
24947,449.44,5.48,8.0,2222.91,1.02,0.02,333,2223,100.0
24948,449.44,5.48,8.0,2222.89,1.02,0.02,333,2223,100.0
24949,462.54,7.05,9.03,1915.22,0.94,0.02,306,1915,84.93
24950,445.0,3.91,5.71,2211.77,1.02,0.02,329,2212,100.0
24951,491.19,9.35,13.66,2323.92,1.08,0.03,364,2324,100.0
24952,449.44,5.48,8.0,2222.84,1.02,0.02,335,2223,100.0
24953,489.05,10.52,15.49,2318.89,1.26,0.03,369,2319,100.0
24954,449.44,5.48,8.0,2222.87,1.02,0.02,334,2223,100.0
24955,462.54,7.05,9.03,1915.27,0.94,0.02,308,1915,84.93
24956,449.44,5.48,8.0,2222.92,1.02,0.02,335,2223,100.0
24957,489.05,10.52,15.5,2318.95,1.26,0.03,370,2319,100.0
24958,491.19,9.35,13.66,2323.97,1.08,0.02,364,2324,100.0
24959,489.05,10.52,15.5,2318.92,1.26,0.03,370,2319,100.0
24960,518.67,14.62,21.61,2388.09,1.3,0.03,393,2388,100.0
24961,445.0,3.91,5.71,2211.81,1.02,0.02,332,2212,100.0
24962,445.0,3.91,5.71,2211.85,1.02,0.02,330,2212,100.0
24963,449.44,5.48,8.0,2222.86,1.02,0.02,334,2223,100.0
24964,445.0,3.91,5.72,2211.81,1.02,0.02,331,2212,100.0
24965,445.0,3.91,5.72,2211.82,1.02,0.02,331,2212,100.0
24966,462.54,7.05,9.03,1915.33,0.94,0.02,307,1915,84.93
24967,462.54,7.05,9.03,1915.29,0.94,0.02,307,1915,84.93
24968,489.05,10.52,15.49,2318.91,1.26,0.03,371,2319,100.0
24969,491.19,9.35,13.66,2323.91,1.08,0.02,365,2324,100.0
24970,449.44,5.48,8.0,2222.81,1.02,0.02,335,2223,100.0
24971,462.54,7.05,9.03,1915.3,0.94,0.02,305,1915,84.93
24972,445.0,3.91,5.71,2211.78,1.02,0.02,330,2212,100.0
24973,445.0,3.91,5.71,2211.91,1.02,0.02,331,2212,100.0
24974,449.44,5.48,8.0,2222.87,1.02,0.02,335,2223,100.0
24975,491.19,9.35,13.66,2324.02,1.08,0.02,366,2324,100.0
24976,462.54,7.05,9.02,1915.29,0.94,0.02,306,1915,84.93
24977,489.05,10.52,15.49,2319.0,1.26,0.03,370,2319,100.0
24978,491.19,9.35,13.66,2323.87,1.08,0.02,367,2324,100.0
24979,491.19,9.35,13.66,2323.96,1.07,0.02,365,2324,100.0
24980,518.67,14.62,21.61,2388.09,1.3,0.03,393,2388,100.0
24981,491.19,9.35,13.66,2323.95,1.08,0.02,365,2324,100.0
24982,445.0,3.91,5.71,2211.81,1.02,0.02,331,2212,100.0
24983,518.67,14.62,21.61,2388.1,1.3,0.03,394,2388,100.0
24984,491.19,9.35,13.65,2324.0,1.08,0.02,365,2324,100.0
24985,489.05,10.52,15.49,2318.92,1.26,0.03,371,2319,100.0
24986,489.05,10.52,15.49,2318.91,1.26,0.03,369,2319,100.0
24987,491.19,9.35,13.66,2323.94,1.08,0.02,367,2324,100.0
24988,445.0,3.91,5.72,2211.73,1.02,0.02,331,2212,100.0
24989,462.54,7.05,9.03,1915.27,0.94,0.02,306,1915,84.93
24990,462.54,7.05,9.02,1915.25,0.94,0.02,308,1915,84.93
24991,445.0,3.91,5.71,2211.86,1.02,0.02,331,2212,100.0
24992,489.05,10.52,15.49,2318.91,1.26,0.03,370,2319,100.0
24993,462.54,7.05,9.03,1915.27,0.94,0.02,309,1915,84.93
24994,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
24995,462.54,7.05,9.03,1915.33,0.94,0.02,308,1915,84.93
24996,491.19,9.35,13.66,2324.0,1.07,0.02,365,2324,100.0
24997,445.0,3.91,5.72,2211.76,1.02,0.02,330,2212,100.0
24998,489.05,10.52,15.49,2318.89,1.26,0.03,370,2319,100.0
24999,489.05,10.52,15.49,2319.01,1.26,0.03,369,2319,100.0
25000,449.44,5.48,8.0,2222.89,1.02,0.02,334,2223,100.0
25001,489.05,10.52,15.49,2318.93,1.26,0.03,371,2319,100.0
25002,489.05,10.52,15.5,2318.97,1.26,0.03,370,2319,100.0
25003,445.0,3.91,5.72,2211.76,1.02,0.02,330,2212,100.0
25004,518.67,14.62,21.61,2388.07,1.3,0.03,394,2388,100.0
25005,489.05,10.52,15.49,2318.9,1.26,0.03,370,2319,100.0
25006,445.0,3.91,5.72,2211.84,1.02,0.02,330,2212,100.0
25007,462.54,7.05,9.03,1915.23,0.93,0.02,306,1915,84.93
25008,462.54,7.05,9.03,1915.27,0.94,0.02,308,1915,84.93
25009,445.0,3.91,5.71,2211.74,1.02,0.02,331,2212,100.0
25010,462.54,7.05,9.03,1915.29,0.94,0.02,308,1915,84.93
25011,445.0,3.91,5.72,2211.77,1.02,0.02,332,2212,100.0
25012,445.0,3.91,5.72,2211.81,1.02,0.02,332,2212,100.0
25013,449.44,5.48,8.0,2222.89,1.02,0.02,336,2223,100.0
25014,445.0,3.91,5.71,2211.78,1.02,0.02,332,2212,100.0
25015,445.0,3.91,5.72,2211.8,1.02,0.02,331,2212,100.0
25016,489.05,10.52,15.49,2318.97,1.26,0.03,371,2319,100.0
25017,445.0,3.91,5.72,2211.79,1.02,0.02,332,2212,100.0
25018,449.44,5.48,8.0,2222.91,1.02,0.02,334,2223,100.0
25019,518.67,14.62,21.61,2388.13,1.3,0.03,394,2388,100.0
25020,518.67,14.62,21.61,2388.13,1.3,0.03,394,2388,100.0
25021,449.44,5.48,8.0,2222.9,1.02,0.02,335,2223,100.0
25022,462.54,7.05,9.02,1915.31,0.94,0.02,307,1915,84.93
25023,462.54,7.05,9.03,1915.29,0.94,0.02,308,1915,84.93
25024,445.0,3.91,5.71,2211.77,1.02,0.02,331,2212,100.0
25025,449.44,5.48,8.0,2222.89,1.02,0.02,334,2223,100.0
25026,445.0,3.91,5.71,2211.79,1.02,0.02,331,2212,100.0
25027,489.05,10.52,15.49,2319.0,1.26,0.03,370,2319,100.0
25028,445.0,3.91,5.72,2211.82,1.02,0.02,330,2212,100.0
25029,449.44,5.48,8.0,2222.95,1.02,0.02,334,2223,100.0
25030,462.54,7.05,9.03,1915.28,0.94,0.02,307,1915,84.93
25031,445.0,3.91,5.72,2211.82,1.02,0.02,331,2212,100.0
25032,445.0,3.91,5.72,2211.84,1.02,0.02,330,2212,100.0
25033,491.19,9.35,13.65,2323.96,1.07,0.02,365,2324,100.0
25034,445.0,3.91,5.71,2211.78,1.02,0.02,331,2212,100.0
25035,489.05,10.52,15.49,2318.97,1.26,0.03,369,2319,100.0
25036,445.0,3.91,5.72,2211.77,1.02,0.02,332,2212,100.0
25037,518.67,14.62,21.61,2388.14,1.3,0.03,393,2388,100.0
25038,491.19,9.35,13.66,2323.98,1.07,0.02,366,2324,100.0
25039,445.0,3.91,5.71,2211.79,1.02,0.02,332,2212,100.0
25040,462.54,7.05,9.03,1915.3,0.94,0.02,309,1915,84.93
25041,445.0,3.91,5.72,2211.85,1.02,0.02,332,2212,100.0
25042,449.44,5.48,8.0,2222.85,1.02,0.02,333,2223,100.0
25043,491.19,9.35,13.66,2323.93,1.08,0.03,366,2324,100.0
25044,449.44,5.48,8.0,2222.89,1.02,0.02,334,2223,100.0
25045,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
25046,449.44,5.48,8.0,2222.9,1.02,0.02,335,2223,100.0
25047,491.19,9.35,13.66,2323.97,1.08,0.02,367,2324,100.0
25048,449.44,5.48,8.0,2222.9,1.02,0.02,334,2223,100.0
25049,518.67,14.62,21.61,2388.11,1.3,0.03,394,2388,100.0
25050,445.0,3.91,5.72,2211.86,1.02,0.02,332,2212,100.0
25051,489.05,10.52,15.5,2318.99,1.26,0.03,370,2319,100.0
25052,445.0,3.91,5.72,2211.8,1.02,0.02,332,2212,100.0
25053,518.67,14.62,21.61,2388.15,1.3,0.03,393,2388,100.0
25054,491.19,9.35,13.66,2324.0,1.08,0.02,365,2324,100.0
25055,449.44,5.48,8.0,2222.91,1.02,0.02,334,2223,100.0
25056,449.44,5.48,8.0,2222.93,1.02,0.02,335,2223,100.0
25057,462.54,7.05,9.03,1915.27,0.94,0.02,307,1915,84.93
25058,518.67,14.62,21.61,2388.1,1.3,0.03,393,2388,100.0
25059,445.0,3.91,5.72,2211.81,1.02,0.02,331,2212,100.0
25060,462.54,7.05,9.03,1915.33,0.94,0.02,306,1915,84.93
25061,449.44,5.48,8.0,2222.88,1.02,0.02,336,2223,100.0
25062,445.0,3.91,5.72,2211.8,1.02,0.02,332,2212,100.0
25063,462.54,7.05,9.02,1915.24,0.94,0.02,309,1915,84.93
25064,462.54,7.05,9.03,1915.36,0.94,0.02,307,1915,84.93
25065,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
25066,445.0,3.91,5.71,2211.79,1.02,0.02,332,2212,100.0
25067,445.0,3.91,5.71,2211.81,1.02,0.02,331,2212,100.0
25068,491.19,9.35,13.66,2324.01,1.08,0.02,364,2324,100.0
25069,518.67,14.62,21.61,2388.14,1.3,0.03,395,2388,100.0
25070,449.44,5.48,8.0,2222.93,1.02,0.02,335,2223,100.0
25071,449.44,5.48,8.0,2222.95,1.02,0.02,334,2223,100.0
25072,489.05,10.52,15.5,2319.02,1.26,0.03,370,2319,100.0
25073,449.44,5.48,8.0,2223.0,1.02,0.02,335,2223,100.0
25074,449.44,5.48,8.0,2222.88,1.02,0.02,335,2223,100.0
25075,489.05,10.52,15.49,2319.02,1.26,0.03,369,2319,100.0
25076,491.19,9.35,13.66,2324.04,1.08,0.02,366,2324,100.0
25077,445.0,3.91,5.72,2211.87,1.02,0.02,331,2212,100.0
25078,518.67,14.62,21.61,2388.13,1.3,0.03,395,2388,100.0
25079,449.44,5.48,8.0,2222.99,1.02,0.02,333,2223,100.0
25080,489.05,10.52,15.5,2319.0,1.26,0.03,370,2319,100.0
25081,445.0,3.91,5.72,2211.85,1.02,0.02,330,2212,100.0
25082,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
25083,445.0,3.91,5.72,2211.86,1.02,0.02,332,2212,100.0
25084,518.67,14.62,21.61,2388.18,1.3,0.03,394,2388,100.0
25085,445.0,3.91,5.71,2211.88,1.02,0.02,333,2212,100.0
25086,518.67,14.62,21.61,2388.13,1.3,0.03,393,2388,100.0
25087,489.05,10.52,15.49,2319.03,1.26,0.03,371,2319,100.0
25088,445.0,3.91,5.72,2211.85,1.02,0.02,332,2212,100.0
25089,491.19,9.35,13.65,2324.06,1.08,0.03,367,2324,100.0
25090,445.0,3.91,5.72,2211.81,1.02,0.02,331,2212,100.0
25091,445.0,3.91,5.72,2211.82,1.02,0.02,333,2212,100.0
25092,445.0,3.91,5.71,2211.86,1.02,0.02,333,2212,100.0
25093,445.0,3.91,5.72,2211.86,1.02,0.02,332,2212,100.0
25094,491.19,9.35,13.66,2324.06,1.07,0.03,366,2324,100.0
25095,491.19,9.35,13.66,2324.02,1.07,0.03,367,2324,100.0
25096,462.54,7.05,9.03,1915.38,0.94,0.02,309,1915,84.93
25097,445.0,3.91,5.72,2211.94,1.02,0.02,332,2212,100.0
25098,491.19,9.35,13.66,2324.09,1.08,0.03,367,2324,100.0
25099,489.05,10.52,15.5,2319.02,1.26,0.03,370,2319,100.0
25100,489.05,10.52,15.5,2319.07,1.26,0.03,371,2319,100.0
25101,489.05,10.52,15.5,2319.05,1.26,0.03,371,2319,100.0
25102,445.0,3.91,5.72,2211.87,1.02,0.02,333,2212,100.0
25103,462.54,7.05,9.03,1915.36,0.94,0.02,306,1915,84.93
25104,491.19,9.35,13.66,2324.09,1.08,0.03,368,2324,100.0
25105,491.19,9.35,13.66,2324.09,1.07,0.03,367,2324,100.0
25106,462.54,7.05,9.03,1915.34,0.94,0.02,310,1915,84.93
25107,445.0,3.91,5.72,2211.83,1.02,0.02,334,2212,100.0
25108,445.0,3.91,5.72,2211.94,1.02,0.02,331,2212,100.0
25109,491.19,9.35,13.66,2324.06,1.07,0.02,366,2324,100.0
25110,445.0,3.91,5.72,2211.83,1.02,0.02,330,2212,100.0
25111,489.05,10.52,15.5,2319.12,1.26,0.03,370,2319,100.0
25112,491.19,9.35,13.66,2324.09,1.08,0.02,368,2324,100.0
25113,462.54,7.05,9.03,1915.39,0.94,0.02,309,1915,84.93
25114,491.19,9.35,13.66,2324.1,1.07,0.03,367,2324,100.0
25115,462.54,7.05,9.03,1915.42,0.94,0.02,307,1915,84.93
25116,518.67,14.62,21.61,2388.21,1.3,0.03,396,2388,100.0
25117,449.44,5.48,8.0,2223.07,1.02,0.02,336,2223,100.0
25118,449.44,5.48,8.0,2223.0,1.02,0.02,336,2223,100.0
25119,518.67,14.62,21.61,2388.19,1.3,0.03,394,2388,100.0
25120,449.44,5.48,8.0,2223.05,1.02,0.02,335,2223,100.0
25121,489.05,10.52,15.5,2319.1,1.26,0.03,370,2319,100.0
25122,445.0,3.91,5.72,2211.82,1.02,0.02,332,2212,100.0
25123,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
25124,449.44,5.48,8.0,2223.05,1.02,0.02,336,2223,100.0
25125,518.67,14.62,21.61,2388.23,1.3,0.03,396,2388,100.0
25126,518.67,14.62,21.61,2388.24,1.3,0.03,394,2388,100.0
25127,462.54,7.05,9.03,1915.42,0.94,0.02,309,1915,84.93
25128,518.67,14.62,21.61,2388.21,1.3,0.03,396,2388,100.0
25129,449.44,5.48,8.0,2223.06,1.02,0.02,334,2223,100.0
25130,462.54,7.05,9.03,1915.42,0.94,0.02,309,1915,84.93
25131,445.0,3.91,5.72,2211.97,1.02,0.02,333,2212,100.0
25132,462.54,7.05,9.03,1915.46,0.94,0.02,309,1915,84.93
25133,491.19,9.35,13.66,2324.16,1.08,0.03,367,2324,100.0
25134,445.0,3.91,5.72,2211.96,1.02,0.02,332,2212,100.0
25135,445.0,3.91,5.72,2211.91,1.02,0.02,335,2212,100.0
25136,518.67,14.62,21.61,2388.23,1.3,0.03,395,2388,100.0
25137,449.44,5.48,8.0,2223.07,1.02,0.02,337,2223,100.0
25138,491.19,9.35,13.66,2324.14,1.07,0.03,367,2324,100.0
25139,491.19,9.35,13.66,2324.13,1.08,0.03,368,2324,100.0
25140,491.19,9.35,13.66,2324.11,1.08,0.03,368,2324,100.0
25141,489.05,10.52,15.5,2319.14,1.26,0.03,373,2319,100.0
25142,462.54,7.05,9.03,1915.51,0.94,0.02,311,1915,84.93
25143,445.0,3.91,5.72,2211.97,1.02,0.02,332,2212,100.0
25144,462.54,7.05,9.03,1915.48,0.94,0.02,310,1915,84.93
25145,489.05,10.52,15.5,2319.12,1.26,0.03,371,2319,100.0
25146,489.05,10.52,15.5,2319.18,1.26,0.03,373,2319,100.0
25147,491.19,9.35,13.66,2324.23,1.08,0.03,368,2324,100.0
25148,491.19,9.35,13.66,2324.18,1.07,0.03,368,2324,100.0
25149,445.0,3.91,5.71,2212.01,1.02,0.02,334,2212,100.0
25150,449.44,5.48,8.0,2223.19,1.02,0.02,337,2223,100.0
25151,449.44,5.48,8.0,2223.21,1.02,0.02,336,2223,100.0
25152,489.05,10.52,15.5,2319.2,1.26,0.03,373,2319,100.0
25153,518.67,14.62,21.61,2388.24,1.3,0.03,396,2388,100.0
25154,518.67,14.62,21.61,2388.27,1.3,0.03,396,2388,100.0
25155,489.05,10.52,15.5,2319.21,1.26,0.03,373,2319,100.0
25156,462.54,7.05,9.02,1915.45,0.94,0.02,306,1915,84.93
25157,518.67,14.62,21.61,2387.92,1.3,0.03,392,2388,100.0
25158,491.19,9.35,13.65,2323.98,1.08,0.02,363,2324,100.0
25159,489.05,10.52,15.49,2318.84,1.26,0.03,369,2319,100.0
25160,518.67,14.62,21.61,2388.02,1.3,0.03,391,2388,100.0
25161,445.0,3.91,5.72,2212.15,1.02,0.02,329,2212,100.0
25162,445.0,3.91,5.72,2212.2,1.02,0.02,331,2212,100.0
25163,445.0,3.91,5.72,2212.18,1.02,0.02,328,2212,100.0
25164,449.44,5.48,8.0,2223.16,1.02,0.02,333,2223,100.0
25165,445.0,3.91,5.71,2212.11,1.02,0.02,330,2212,100.0
25166,445.0,3.91,5.72,2212.12,1.02,0.02,330,2212,100.0
25167,449.44,5.48,8.0,2223.14,1.02,0.02,334,2223,100.0
25168,518.67,14.62,21.61,2387.99,1.3,0.03,392,2388,100.0
25169,445.0,3.91,5.72,2212.2,1.02,0.02,331,2212,100.0
25170,445.0,3.91,5.72,2212.15,1.02,0.02,330,2212,100.0
25171,445.0,3.91,5.72,2212.13,1.02,0.02,331,2212,100.0
25172,489.05,10.52,15.49,2318.8,1.26,0.03,369,2319,100.0
25173,462.54,7.05,9.02,1915.61,0.94,0.02,307,1915,84.93
25174,445.0,3.91,5.72,2212.18,1.02,0.02,329,2212,100.0
25175,445.0,3.91,5.72,2212.16,1.02,0.02,330,2212,100.0
25176,449.44,5.48,8.0,2223.13,1.02,0.02,332,2223,100.0
25177,491.19,9.35,13.65,2323.97,1.08,0.02,364,2324,100.0
25178,489.05,10.52,15.49,2318.79,1.26,0.03,368,2319,100.0
25179,445.0,3.91,5.72,2212.16,1.02,0.02,329,2212,100.0
25180,445.0,3.91,5.72,2212.17,1.02,0.02,330,2212,100.0
25181,518.67,14.62,21.61,2388.01,1.3,0.03,390,2388,100.0
25182,449.44,5.48,8.0,2223.14,1.02,0.02,332,2223,100.0
25183,445.0,3.91,5.71,2212.09,1.02,0.02,331,2212,100.0
