,Sensor_1,Sensor_2,Sensor_3,Sensor_6,Sensor_8,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_19,Sensor_20,Health_state
20383,605.14,1504.51,1317.07,394.47,8766.0,45.54,371.02,2388.21,8110.19,8.6714,28.57,17.1603,3
20384,605.42,1497.63,1307.91,394.71,8758.71,45.62,371.42,2388.21,8112.86,8.6856,28.59,17.0163,3
20387,605.31,1499.39,1307.1,394.3,8763.66,45.42,371.44,2388.21,8118.21,8.6905,28.55,17.0983,3
20412,605.17,1503.29,1319.71,394.22,8759.88,45.74,370.76,2388.25,8109.71,8.6655,28.46,17.11,4
20417,605.3,1513.0,1317.71,393.55,8760.27,45.84,370.4,2388.23,8109.61,8.7232,28.25,17.0666,4
20419,605.23,1505.98,1322.78,393.71,8762.23,45.65,371.03,2388.23,8116.71,8.7002,28.4,17.0603,4
20426,605.48,1509.87,1311.63,393.54,8758.19,45.88,370.84,2388.26,8106.62,8.6766,28.38,16.9348,4
20455,605.9,1513.59,1335.27,393.04,8758.75,46.31,370.03,2388.45,8102.22,8.7855,28.45,16.9322,4
20464,604.2,1504.12,1313.43,394.38,8775.52,45.44,371.88,2388.16,8130.28,8.6619,28.44,17.2191,2
20465,604.47,1501.64,1313.43,394.97,8782.86,45.44,371.64,2388.18,8132.64,8.6724,28.58,17.0912,2
20475,604.96,1495.85,1305.35,394.39,8781.66,45.66,371.48,2388.16,8132.46,8.6444,28.55,17.1231,2
20476,605.26,1500.23,1315.73,393.68,8780.84,45.55,371.34,2388.19,8127.54,8.6741,28.42,17.0812,2
20485,605.43,1505.19,1317.08,393.76,8787.44,45.45,371.16,2388.14,8131.26,8.7001,28.7,17.098,2
20491,605.1,1506.34,1313.97,395.17,8780.04,45.46,371.59,2388.15,8129.73,8.6411,28.41,17.0879,2
20492,604.55,1505.47,1308.48,393.62,8773.2,45.56,371.18,2388.15,8125.89,8.6855,28.57,17.0288,2
20498,605.34,1504.18,1312.28,394.25,8785.42,45.53,371.63,2388.14,8132.51,8.6346,28.53,17.0971,2
20503,605.68,1500.7,1306.05,393.91,8784.79,45.58,371.58,2388.2,8130.98,8.6942,28.54,17.1022,2
20505,605.16,1507.27,1307.41,394.36,8780.92,45.51,371.32,2388.19,8126.21,8.6516,28.67,17.1297,2
20507,605.51,1496.66,1316.27,394.21,8781.96,45.7,371.25,2388.15,8130.04,8.6459,28.44,17.1084,2
20516,604.56,1501.34,1311.96,394.07,8777.33,45.42,371.44,2388.21,8131.58,8.6899,28.55,17.1668,3
20520,605.37,1499.01,1312.64,393.93,8775.17,45.55,371.55,2388.25,8127.71,8.6507,28.43,17.1099,3
20523,605.48,1499.78,1314.1,393.92,8776.91,45.66,371.66,2388.2,8126.77,8.6734,28.49,17.1142,3
20534,604.1,1502.13,1313.97,393.97,8776.38,45.43,371.17,2388.15,8129.2,8.6552,28.32,17.1554,3
20539,605.31,1501.24,1313.66,394.26,8786.54,45.66,370.57,2388.16,8129.71,8.6795,28.49,17.0838,3
20540,604.92,1503.23,1318.5,394.05,8789.87,45.48,371.49,2388.26,8133.4,8.6666,28.49,17.102,3
20541,605.4,1508.72,1312.5,394.42,8776.27,45.5,370.72,2388.15,8130.32,8.658,28.54,17.1434,3
20552,605.03,1502.7,1314.83,393.49,8782.43,45.75,371.86,2388.25,8126.14,8.6372,28.56,17.1046,3
20559,604.83,1498.38,1310.94,393.91,8788.45,45.51,371.37,2388.2,8132.21,8.6602,28.41,17.0624,3
20567,605.21,1496.52,1321.87,393.68,8782.03,45.82,371.25,2388.17,8127.12,8.7135,28.29,17.027,3
20568,605.5,1502.09,1318.78,393.87,8777.37,45.77,370.78,2388.26,8125.94,8.6944,28.43,17.0715,3
20580,605.03,1501.9,1306.1,393.94,8774.19,45.7,371.12,2388.19,8130.98,8.6889,28.6,17.0272,3
20583,605.23,1506.29,1316.65,393.37,8775.4,45.8,370.99,2388.22,8129.4,8.7054,28.35,17.1342,3
20587,605.15,1505.59,1311.52,393.8,8781.33,45.47,371.36,2388.27,8133.95,8.6828,28.57,17.0078,3
20596,604.93,1502.85,1320.34,393.83,8794.63,45.56,371.09,2388.22,8132.44,8.6994,28.48,17.1241,3
20600,605.09,1502.43,1322.39,393.61,8786.28,45.78,370.59,2388.25,8129.04,8.6456,28.33,17.012999999999998,3
20604,605.73,1511.49,1314.92,393.65,8783.71,45.81,370.58,2388.27,8133.13,8.662,28.41,17.1719,3
20614,605.22,1504.73,1318.38,393.99,8777.45,45.84,370.45,2388.23,8132.16,8.7,28.36,17.014,4
20615,604.97,1510.16,1320.58,394.41,8786.32,45.77,371.09,2388.27,8130.92,8.6787,28.43,17.0718,4
20649,605.48,1515.37,1327.65,392.97,8778.19,46.12,370.71,2388.37,8133.39,8.7281,28.19,16.9906,4
20653,605.51,1506.04,1330.12,392.91,8781.79,45.92,370.78,2388.37,8125.65,8.7503,28.24,16.9191,4
20680,604.43,1502.37,1311.23,394.98,8778.45,45.73,371.56,2388.18,8126.47,8.6436,28.78,17.0467,1
20686,605.07,1505.28,1312.58,393.75,8782.64,45.53,371.57,2388.15,8130.28,8.6457,28.47,17.1392,1
20690,604.3,1498.19,1311.96,394.05,8778.65,45.4,371.74,2388.15,8130.22,8.6323,28.75,17.128,1
20695,604.85,1498.9,1304.38,394.35,8786.7,45.45,371.08,2388.14,8130.18,8.6652,28.7,17.1299,1
20702,605.06,1508.55,1314.87,394.26,8768.96,45.42,371.53,2388.22,8123.96,8.6787,28.54,17.0419,1
20716,604.81,1505.97,1309.42,393.81,8776.5,45.48,371.8,2388.17,8133.66,8.6304,28.4,17.08,1
20721,604.78,1506.88,1311.99,394.76,8780.14,45.52,371.51,2388.13,8130.49,8.6618,28.42,17.0412,1
20722,604.7,1500.49,1314.31,394.48,8789.41,45.38,371.4,2388.13,8133.9,8.597000000000001,28.63,17.1041,1
20727,604.96,1503.52,1310.64,394.2,8779.9,45.4,371.75,2388.19,8130.17,8.6378,28.51,17.1141,2
20731,604.79,1501.97,1316.18,394.46,8781.18,45.64,371.45,2388.17,8134.34,8.6803,28.59,17.0006,2
20733,605.11,1505.52,1308.66,394.15,8782.65,45.42,371.55,2388.18,8126.17,8.6621,28.52,17.0822,2
20742,605.28,1503.0,1315.93,393.78,8780.8,45.5,371.65,2388.08,8136.8,8.6687,28.47,17.1319,2
20744,604.88,1501.34,1310.32,393.45,8777.62,45.65,371.38,2388.21,8130.36,8.6719,28.33,17.1942,2
20749,604.58,1509.35,1308.27,393.74,8778.09,45.59,372.05,2388.11,8127.86,8.6576,28.64,17.0695,2
20756,605.06,1509.68,1303.7,394.21,8779.99,45.58,371.32,2388.17,8132.07,8.6422,28.53,17.0468,2
20760,604.97,1505.22,1311.34,393.59,8784.38,45.5,371.64,2388.11,8135.88,8.6566,28.35,17.0577,2
20761,605.37,1507.12,1314.45,394.43,8775.65,45.62,371.24,2388.15,8129.07,8.6737,28.51,17.0304,2
20762,605.03,1501.1,1309.9,394.18,8782.25,45.43,371.47,2388.19,8133.35,8.6729,28.58,17.0726,2
20767,605.31,1501.8,1312.32,394.04,8782.9,45.67,371.45,2388.15,8130.43,8.652000000000001,28.42,17.1842,2
20776,605.0,1506.25,1307.45,393.28,8779.55,45.42,371.09,2388.15,8127.32,8.6616,28.54,17.1677,3
20781,604.65,1500.77,1308.8,393.8,8780.33,45.47,371.36,2388.19,8131.05,8.6236,28.34,17.1335,3
20787,605.26,1503.1,1304.86,394.0,8786.62,45.56,371.51,2388.14,8132.66,8.6472,28.4,17.0488,3
20792,604.4,1504.2,1318.08,394.35,8781.7,45.68,371.5,2388.19,8132.7,8.6608,28.43,17.0704,3
20798,604.82,1505.38,1322.78,393.93,8783.19,45.53,371.35,2388.19,8137.74,8.696,28.53,17.111,3
20817,604.98,1501.06,1316.91,393.74,8785.38,45.56,371.15,2388.2,8130.38,8.6852,28.33,17.0696,3
20822,604.98,1507.08,1322.69,393.85,8792.79,45.66,370.91,2388.21,8138.05,8.6626,28.41,17.1958,3
20824,604.98,1502.29,1309.67,393.68,8793.03,45.71,371.67,2388.2,8136.23,8.6785,28.71,16.9527,3
20828,605.18,1508.66,1311.95,394.26,8787.61,45.8,370.98,2388.22,8142.72,8.6896,28.48,17.0656,3
20830,604.57,1503.83,1313.34,393.68,8791.3,45.71,371.0,2388.24,8141.37,8.6649,28.56,17.1387,3
20841,605.25,1506.81,1320.08,393.52,8792.51,45.66,370.85,2388.18,8145.64,8.6791,28.33,17.0947,3
20847,605.42,1505.05,1315.85,394.35,8799.69,45.59,371.08,2388.24,8146.17,8.67,28.46,16.9995,3
20854,605.35,1501.86,1325.51,393.36,8803.94,45.93,370.89,2388.22,8147.07,8.6728,28.47,17.0502,3
20857,605.3,1513.09,1311.03,393.87,8806.43,45.65,371.22,2388.23,8151.12,8.6907,28.32,17.0475,3
20863,605.11,1502.94,1316.49,393.25,8808.15,45.76,371.22,2388.28,8152.73,8.6885,28.39,17.0389,3
20873,605.44,1510.7,1320.72,393.62,8806.76,45.82,370.89,2388.27,8157.75,8.6944,28.5,16.9883,3
20885,605.25,1514.73,1318.91,393.59,8819.39,45.84,371.07,2388.28,8161.14,8.7037,28.64,17.0213,4
20893,605.24,1518.09,1315.3,393.05,8820.04,45.96,370.72,2388.32,8165.09,8.7286,28.43,17.0419,4
20908,605.69,1506.47,1325.71,392.51,8850.16,46.16,370.63,2388.37,8180.14,8.7329,28.22,17.0602,4
20909,605.82,1510.35,1327.82,393.51,8842.95,45.98,370.43,2388.34,8186.51,8.7247,28.15,17.0012,4
20918,605.44,1516.11,1330.9,393.28,8853.14,46.13,371.02,2388.34,8197.83,8.7355,28.35,17.0624,4
20927,604.98,1494.5,1307.05,394.92,8787.84,45.12,372.05,2388.09,8137.48,8.626,28.56,17.2295,1
20929,604.67,1497.18,1304.44,394.82,8785.91,45.18,372.18,2388.01,8138.62,8.6249,28.64,17.3278,1
20930,603.95,1498.42,1303.23,395.31,8790.04,45.2,371.7,2388.05,8140.14,8.6137,28.58,17.09,1
20938,604.72,1492.23,1297.12,394.83,8784.49,45.19,372.24,2388.08,8141.12,8.5848,28.66,17.2803,2
20944,604.26,1499.68,1303.93,394.5,8786.28,45.24,371.97,2388.07,8143.41,8.5935,28.68,17.2043,2
20948,604.73,1507.56,1299.76,394.78,8790.6,45.24,372.1,2388.07,8139.29,8.6079,28.73,17.2218,2
20959,604.25,1501.6,1294.12,394.85,8794.5,45.26,371.69,2388.06,8146.59,8.652000000000001,28.6,17.1889,2
20972,604.25,1499.76,1306.11,394.89,8788.34,45.43,371.5,2388.07,8140.58,8.6418,28.56,17.1719,2
20976,604.7,1496.12,1309.28,394.57,8791.87,45.24,371.9,2388.07,8136.69,8.6541,28.44,17.1473,2
20982,604.87,1499.08,1298.41,394.76,8794.29,45.12,372.3,2388.04,8144.79,8.6065,28.63,17.2071,2
20992,605.16,1506.56,1300.92,394.98,8787.67,45.42,371.53,2388.07,8143.75,8.6194,28.73,17.1261,3
21002,604.59,1491.99,1304.69,394.45,8779.06,45.11,371.54,2388.14,8140.6,8.6504,28.6,17.1683,3
21005,604.85,1495.52,1302.07,394.83,8791.84,45.32,372.08,2388.02,8141.96,8.666,28.54,17.2316,3
21006,604.09,1492.84,1299.19,394.6,8777.21,45.28,371.84,2388.13,8135.38,8.6331,28.71,17.249000000000002,3
21007,604.6,1493.89,1298.65,394.01,8787.38,45.1,371.64,2388.1,8141.47,8.6161,28.69,17.1228,3
21009,604.66,1501.53,1305.73,395.26,8785.3,45.29,371.71,2388.14,8144.22,8.6217,28.5,17.1802,3
21019,604.68,1501.88,1308.24,394.1,8792.51,45.43,371.96,2388.04,8138.53,8.6392,28.84,17.1556,3
21020,605.2,1502.86,1313.15,394.59,8783.46,45.28,371.53,2388.1,8140.97,8.6328,28.67,17.2197,3
21022,604.75,1501.12,1306.25,394.25,8793.61,45.3,371.24,2388.07,8141.8,8.633,28.56,17.1918,3
21048,604.44,1499.73,1309.34,394.9,8789.94,45.58,371.78,2388.07,8143.19,8.6396,28.52,17.1368,3
21058,604.89,1501.92,1310.03,394.35,8790.14,45.48,372.05,2388.15,8138.54,8.6413,28.61,17.1279,3
21062,604.71,1505.33,1307.9,394.42,8790.57,45.44,371.69,2388.16,8135.92,8.6708,28.61,17.1241,3
21064,604.52,1498.7,1317.07,394.47,8793.32,45.54,371.13,2388.14,8136.76,8.6836,28.43,17.0828,3
21069,605.15,1510.43,1309.17,393.89,8782.97,45.54,371.64,2388.18,8141.25,8.6885,28.56,17.0879,3
21071,604.71,1501.43,1324.85,394.1,8792.33,45.4,371.39,2388.18,8139.55,8.6548,28.53,17.003,3
21074,604.8,1506.81,1303.78,394.14,8795.82,45.4,371.56,2388.19,8138.77,8.6438,28.69,17.0607,3
21076,605.48,1497.52,1319.61,394.11,8786.39,45.68,371.48,2388.21,8139.12,8.652999999999999,28.5,17.098,3
21081,605.01,1499.4,1314.87,394.55,8787.81,45.54,370.96,2388.16,8136.92,8.6552,28.67,17.0896,3
21085,605.13,1508.74,1312.78,394.11,8794.56,45.59,371.66,2388.21,8137.13,8.6514,28.45,17.1302,3
21091,605.21,1502.5,1318.03,393.46,8790.33,45.79,371.04,2388.27,8134.12,8.674,28.74,17.0879,4
21093,604.58,1503.78,1313.57,393.6,8784.13,45.54,371.05,2388.21,8136.76,8.7316,28.44,17.1014,4
21094,604.71,1504.58,1315.55,394.27,8788.8,45.68,371.37,2388.16,8137.22,8.6698,28.51,16.9532,4
21106,605.21,1497.01,1317.21,394.12,8787.24,45.8,370.71,2388.23,8142.0,8.677,28.55,17.0709,4
21124,604.95,1511.31,1324.92,393.52,8793.05,46.0,370.43,2388.26,8133.19,8.7463,28.24,16.9923,4
21144,604.71,1502.47,1310.77,393.75,8781.42,45.63,371.21,2388.16,8129.63,8.6512,28.61,17.105,1
21148,605.11,1503.19,1318.95,394.04,8768.79,45.41,370.99,2388.17,8130.07,8.6565,28.59,17.0689,1
21149,605.0,1502.54,1309.58,394.14,8772.96,45.51,371.05,2388.2,8127.18,8.691,28.49,17.1786,1
21157,604.72,1504.05,1308.29,394.35,8784.73,45.36,371.14,2388.17,8127.69,8.7124,28.69,17.0789,1
21165,604.27,1500.03,1306.29,393.92,8780.3,45.55,371.33,2388.21,8126.23,8.6376,28.55,17.1179,2
21167,604.41,1499.81,1308.64,393.76,8781.12,45.37,371.31,2388.16,8127.57,8.6551,28.57,17.09,2
21176,605.09,1494.77,1309.2,394.31,8773.2,45.44,371.64,2388.13,8129.94,8.6701,28.32,17.0903,2
21177,605.12,1501.51,1310.85,393.74,8781.94,45.51,371.48,2388.13,8127.24,8.6806,28.55,17.1162,2
21183,604.68,1500.83,1317.71,394.38,8781.94,45.39,371.39,2388.17,8130.15,8.6586,28.62,17.0582,2
21185,605.1,1503.33,1305.16,394.42,8774.7,45.38,372.01,2388.16,8123.97,8.6788,28.62,17.1298,2
21190,605.24,1503.19,1312.54,394.64,8782.4,45.5,371.6,2388.13,8130.63,8.7046,28.43,17.1423,2
21191,605.25,1499.28,1313.35,394.74,8774.24,45.38,370.98,2388.18,8126.75,8.6566,28.48,17.070999999999998,2
21193,604.91,1497.89,1320.48,394.71,8776.16,45.52,371.55,2388.17,8130.97,8.6693,28.54,17.0628,2
21195,605.21,1499.04,1308.12,393.94,8780.33,45.52,371.42,2388.19,8135.9,8.6747,28.37,17.0457,2
21198,604.97,1500.79,1319.07,393.65,8775.43,45.4,371.39,2388.21,8128.89,8.6631,28.6,17.0657,2
21206,605.24,1505.1,1316.93,394.12,8776.03,45.4,371.86,2388.21,8128.66,8.6755,28.36,17.1446,2
21214,604.45,1510.35,1315.55,393.93,8778.56,45.41,371.12,2388.16,8125.49,8.6609,28.58,17.0741,3
21237,605.11,1504.35,1315.36,394.79,8779.68,45.45,371.18,2388.16,8137.98,8.6749,28.44,16.9871,3
21258,605.38,1505.69,1316.91,394.14,8795.47,45.61,371.3,2388.22,8134.26,8.6626,28.47,17.1034,3
21260,605.14,1505.39,1315.92,395.12,8782.15,45.53,371.13,2388.17,8132.66,8.6411,28.56,17.148,3
21277,605.34,1501.37,1320.62,394.31,8784.45,45.78,370.43,2388.22,8136.68,8.6828,28.57,17.0732,3
21282,605.31,1506.11,1317.65,393.67,8783.5,45.61,371.08,2388.26,8143.18,8.7063,28.5,17.0313,3
21285,605.39,1501.53,1309.69,393.74,8796.71,45.68,371.49,2388.19,8137.91,8.7036,28.47,17.1834,3
21293,605.19,1500.55,1322.34,393.84,8791.82,45.49,370.93,2388.24,8142.34,8.6735,28.59,17.0854,3
21298,604.39,1501.97,1320.17,394.22,8791.73,45.72,371.33,2388.27,8142.93,8.6787,28.44,17.0312,3
21299,605.32,1504.35,1318.35,394.34,8795.88,45.75,371.16,2388.23,8142.21,8.7129,28.35,16.9841,3
21306,605.59,1513.23,1323.73,393.22,8799.3,45.64,371.43,2388.28,8138.02,8.7076,28.38,17.0559,3
21307,605.61,1509.33,1310.72,393.89,8787.58,45.66,370.33,2388.28,8144.64,8.7004,28.56,16.9986,3
21308,606.28,1505.92,1321.05,393.63,8792.51,45.81,371.15,2388.24,8137.87,8.6958,28.2,17.0817,3
21314,605.5,1509.76,1322.84,393.64,8800.7,45.64,371.03,2388.21,8147.86,8.6976,28.32,17.0289,4
21323,604.88,1506.39,1322.09,394.25,8808.33,45.96,370.83,2388.25,8150.54,8.7385,28.31,16.962,4
21326,605.53,1510.16,1320.88,393.31,8806.48,45.85,370.66,2388.25,8156.04,8.7503,28.24,16.8939,4
21336,605.55,1510.23,1326.6,394.0,8817.08,45.73,370.84,2388.25,8159.67,8.6992,28.31,16.9705,4
21345,605.49,1506.23,1333.09,393.47,8821.21,45.85,370.4,2388.31,8164.82,8.7182,28.44,16.9989,4
21349,605.84,1517.86,1324.65,393.11,8822.37,45.98,370.75,2388.34,8164.09,8.7598,28.36,17.0253,4
21365,604.35,1498.04,1302.82,395.38,8766.71,45.3,371.87,2388.07,8128.44,8.6495,28.46,17.2483,1
21373,604.51,1497.34,1302.26,394.79,8767.7,45.48,371.54,2388.08,8123.11,8.6573,28.68,17.1638,1
21375,605.05,1494.7,1305.38,395.19,8769.52,45.11,371.95,2388.12,8120.47,8.6415,28.74,17.2452,1
21378,603.92,1500.07,1307.76,394.85,8769.23,45.33,371.99,2388.06,8127.73,8.6201,28.67,17.2411,1
21386,604.1,1498.84,1297.68,395.67,8780.52,45.29,372.16,2388.05,8128.11,8.6493,28.64,17.2191,2
21394,604.35,1498.21,1309.21,394.91,8776.99,45.15,372.37,2388.07,8126.95,8.5955,28.56,17.2316,2
21397,604.47,1496.41,1304.05,395.19,8781.59,45.41,371.89,2388.1,8125.89,8.6347,28.61,17.227999999999998,2
21398,604.67,1496.86,1305.19,394.92,8774.74,45.4,371.29,2388.09,8130.2,8.666,28.57,17.1436,2
21400,604.7,1495.16,1303.59,394.8,8769.78,45.38,371.84,2388.09,8121.97,8.6435,28.61,17.2094,2
21401,604.82,1491.63,1310.9,395.67,8771.5,45.28,371.52,2388.06,8127.17,8.6273,28.67,17.1281,2
21402,604.94,1496.55,1298.39,394.93,8770.16,45.17,371.93,2388.08,8125.14,8.6751,28.48,17.184,2
21406,604.27,1499.5,1305.08,394.26,8766.84,45.22,371.6,2388.1,8121.45,8.6611,28.53,17.2404,2
21407,604.55,1492.93,1305.95,394.85,8769.15,45.49,372.12,2388.08,8123.48,8.6213,28.47,17.2052,2
21419,604.72,1496.75,1308.55,394.76,8775.79,45.38,371.66,2388.1,8126.03,8.6403,28.67,17.1249,2
21422,604.32,1506.15,1305.76,394.73,8777.07,45.19,371.48,2388.09,8125.36,8.6629,28.59,17.2644,2
21426,604.01,1496.71,1316.56,395.47,8781.29,45.23,372.01,2388.11,8128.0,8.6275,28.58,17.1291,2
21428,604.85,1498.93,1299.89,394.37,8778.77,45.27,372.14,2388.1,8130.4,8.6152,28.67,17.23,2
21439,604.86,1495.34,1302.24,395.12,8778.24,45.49,371.76,2388.1,8129.74,8.6519,28.5,17.1651,3
21445,604.28,1501.51,1307.74,394.66,8777.64,45.19,372.2,2388.14,8131.72,8.6088,28.79,17.0541,3
21447,604.51,1496.3,1307.92,394.9,8778.65,45.37,372.13,2388.1,8135.98,8.633,28.53,17.0528,3
21448,604.93,1501.22,1304.78,394.7,8777.54,45.51,371.34,2388.08,8128.28,8.6513,28.64,17.0807,3
21452,605.34,1500.31,1305.43,394.24,8782.57,45.34,371.99,2388.09,8126.57,8.6446,28.59,17.1839,3
21455,605.05,1496.17,1311.85,393.81,8778.46,45.38,371.81,2388.09,8133.5,8.6245,28.63,17.2151,3
21457,605.0,1498.5,1303.87,395.23,8773.07,45.49,372.09,2388.13,8127.99,8.6554,28.7,17.1858,3
21466,604.93,1499.65,1311.25,394.12,8787.26,45.21,371.23,2388.11,8126.83,8.6667,28.52,17.2043,3
21473,604.87,1504.3,1302.28,394.7,8775.1,45.23,372.05,2388.13,8135.43,8.6411,28.68,17.2259,3
21480,605.23,1498.19,1306.98,394.46,8777.91,45.23,371.85,2388.04,8135.01,8.652999999999999,28.46,17.1533,3
21484,604.89,1498.13,1307.54,394.24,8784.33,45.36,371.69,2388.09,8139.58,8.6191,28.74,17.1092,3
21488,604.58,1497.53,1315.77,394.13,8788.97,45.17,370.88,2388.16,8135.04,8.6728,28.5,17.2218,3
21503,605.0,1500.58,1306.3,394.2,8787.96,45.49,370.98,2388.18,8134.75,8.6742,28.48,17.0293,3
21507,604.97,1495.73,1311.49,394.38,8786.82,45.42,371.66,2388.11,8140.22,8.6878,28.51,17.0709,3
21511,604.66,1502.42,1315.3,394.34,8791.09,45.43,371.05,2388.15,8137.21,8.6395,28.52,17.1187,3
21520,605.15,1497.73,1315.41,393.87,8798.23,45.57,371.48,2388.18,8137.15,8.6597,28.47,17.0616,3
21528,604.8,1504.17,1318.6,394.43,8794.78,45.46,371.15,2388.14,8146.41,8.6859,28.27,17.0472,3
21542,605.3,1501.26,1315.5,393.76,8799.19,45.65,371.04,2388.15,8146.41,8.6729,28.39,17.0657,4
21545,604.91,1506.89,1320.9,393.54,8801.26,45.74,371.31,2388.24,8152.15,8.6976,28.43,17.1143,4
21549,605.28,1500.62,1318.68,393.87,8810.54,45.74,371.04,2388.23,8159.14,8.6557,28.39,17.1279,4
21555,605.33,1500.58,1312.16,393.65,8807.73,45.72,371.12,2388.23,8154.97,8.708,28.38,17.0333,4
21578,606.14,1515.5,1322.27,393.49,8827.07,46.17,370.27,2388.32,8172.92,8.7312,28.22,16.959,4
21579,605.56,1498.95,1328.54,393.12,8829.55,45.7,370.17,2388.3,8174.01,8.7165,28.37,17.0004,4
21586,604.2,1497.49,1308.4,395.25,8780.78,45.14,371.68,2388.02,8138.4,8.6152,28.77,17.2986,1
21588,604.75,1503.2,1302.6,395.4,8782.65,45.1,372.31,2388.05,8144.32,8.6005,28.78,17.1217,1
21589,603.98,1494.63,1298.65,394.92,8779.27,44.89,372.25,2387.99,8139.51,8.6047,28.8,17.1789,1
21595,605.0,1501.9,1293.05,394.64,8786.07,45.12,372.17,2388.0,8135.28,8.5686,28.59,17.2274,1
21601,604.2,1495.38,1299.79,395.32,8781.22,45.21,372.13,2388.06,8134.89,8.5941,28.76,17.2036,1
21606,604.25,1493.39,1293.35,395.39,8780.69,45.24,372.06,2387.97,8137.25,8.6035,28.61,17.2093,1
21621,604.03,1497.59,1304.13,395.26,8788.08,45.21,371.45,2388.0,8141.51,8.5941,28.58,17.2839,1
21624,603.98,1496.43,1300.52,395.31,8783.52,45.16,372.15,2388.01,8142.24,8.595,28.48,17.1729,1
21632,604.87,1492.13,1299.2,395.54,8787.66,45.31,371.99,2387.97,8137.36,8.6311,28.81,17.167,2
21634,604.05,1496.44,1308.46,394.62,8784.82,45.29,372.0,2388.03,8143.59,8.6178,28.87,17.1589,2
21648,604.29,1498.84,1301.93,394.54,8788.38,45.15,372.24,2388.04,8137.91,8.657,28.64,17.1257,2
21649,604.68,1497.77,1300.3,395.02,8780.4,45.18,371.3,2388.0,8135.38,8.6057,28.62,17.1371,2
21655,604.11,1493.23,1299.76,395.28,8781.84,45.21,372.15,2388.02,8139.69,8.5494,28.72,17.17,2
21675,604.47,1498.07,1302.79,394.59,8775.34,45.16,371.86,2388.0,8140.97,8.6258,28.74,17.3015,2
21706,604.07,1501.14,1302.3,394.42,8787.02,45.36,371.88,2388.09,8138.28,8.6329,28.61,17.1943,3
21712,603.97,1491.11,1305.35,394.37,8783.84,45.14,371.78,2388.04,8134.95,8.6145,28.56,17.2197,3
21725,604.54,1496.39,1302.68,394.79,8781.76,45.3,372.35,2388.07,8133.8,8.6198,28.69,17.197,3
21730,604.15,1496.31,1306.98,394.93,8785.44,45.21,371.39,2388.13,8132.44,8.6144,28.66,17.1656,3
21741,604.24,1506.89,1303.69,394.91,8779.89,45.26,371.84,2388.12,8137.44,8.6458,28.65,17.1685,3
21743,604.76,1504.58,1306.64,394.77,8777.77,45.52,371.86,2388.14,8135.61,8.652000000000001,28.59,17.1206,3
21744,604.56,1489.11,1308.34,394.05,8788.95,45.35,371.9,2388.1,8138.22,8.6556,28.55,17.1185,3
21750,604.91,1500.84,1307.07,395.36,8787.5,45.33,372.17,2388.14,8129.99,8.652999999999999,28.79,17.1269,3
21751,604.27,1502.15,1305.57,394.12,8785.19,45.48,372.03,2388.15,8132.05,8.6463,28.51,17.1492,3
21752,604.88,1495.4,1303.85,393.93,8781.61,45.47,371.67,2388.13,8134.01,8.6563,28.52,17.2148,3
21756,604.7,1502.7,1312.81,394.35,8787.04,45.36,371.72,2388.1,8135.73,8.6571,28.68,17.1463,3
21762,605.33,1509.48,1318.11,394.17,8779.61,45.45,371.6,2388.15,8130.28,8.6769,28.61,16.9825,3
21767,604.65,1500.23,1311.01,394.45,8781.84,45.49,371.57,2388.16,8131.46,8.6545,28.52,17.2197,3
21769,605.01,1504.82,1314.2,393.75,8787.75,45.34,371.36,2388.14,8132.33,8.6632,28.41,17.1341,3
21772,605.18,1503.78,1309.86,394.34,8779.35,45.44,371.53,2388.18,8131.27,8.6421,28.34,17.1837,3
21781,604.81,1498.64,1309.42,394.13,8781.95,45.57,370.91,2388.19,8129.17,8.6608,28.36,17.1334,4
21783,605.11,1500.58,1312.44,394.68,8778.69,45.63,371.11,2388.24,8131.85,8.661,28.66,17.1243,4
21784,604.61,1504.36,1311.69,393.8,8773.38,45.52,371.21,2388.23,8130.0,8.6895,28.63,17.1922,4
21787,605.14,1505.72,1313.62,393.81,8776.83,45.63,370.94,2388.18,8127.64,8.705,28.32,17.1648,4
21796,605.19,1500.92,1314.64,393.46,8777.86,45.57,371.23,2388.22,8124.24,8.6846,28.46,17.1083,4
21801,604.67,1507.92,1310.26,393.76,8781.9,45.62,370.7,2388.25,8127.45,8.7032,28.48,17.0484,4
21803,605.83,1509.32,1311.87,393.9,8778.7,45.82,371.19,2388.25,8129.54,8.6889,28.34,17.1114,4
21806,605.66,1504.15,1321.32,393.63,8774.71,45.76,371.0,2388.23,8126.29,8.7151,28.42,16.9486,4
21811,605.95,1511.68,1327.37,392.85,8777.31,45.93,370.82,2388.27,8126.89,8.6814,28.38,17.0153,4
21816,605.92,1518.18,1334.02,394.25,8771.62,45.94,371.02,2388.41,8115.27,8.7359,28.2,16.9968,4
21818,605.33,1511.11,1333.17,393.22,8769.46,45.87,370.53,2388.35,8125.93,8.7198,28.14,16.9408,4
21821,605.69,1515.44,1330.82,393.43,8770.33,46.16,370.33,2388.4,8115.33,8.7414,28.48,16.9481,4
21827,605.94,1510.42,1331.19,392.9,8766.01,46.13,370.21,2388.39,8115.44,8.7193,28.11,17.01,4
